1	1	0	0	0	0	0	0	2550	3301	-1	
2	1	1	0	0	0	1653	141	743	11	-1	
3	1	1	1	0	0	1653	141	743	11	-1	
4	1	1	1	1	0	1653	141	743	11	-1	
5	1	1	1	1	1	1653	141	743	11	95.000000	 
2	1	2	0	0	0	461	259	1665	62	-1	
3	1	2	1	0	0	461	259	1665	62	-1	
4	1	2	1	1	0	463	259	68	24	-1	
5	1	2	1	1	1	463	259	68	24	84.779999	IEEE
4	1	2	1	2	0	461	294	1665	27	-1	
5	1	2	1	2	1	461	294	45	25	95.624283	Std
5	1	2	1	2	2	518	295	145	24	95.624283	1012-1998
5	1	2	1	2	3	1628	296	67	25	93.516312	IEEE
5	1	2	1	2	4	1705	297	164	24	95.604843	STANDARD
5	1	2	1	2	5	1880	297	63	24	96.496986	FOR
5	1	2	1	2	6	1954	297	172	24	96.291565	SOFTWARE
2	1	3	0	0	0	626	398	1350	42	-1	
3	1	3	1	0	0	626	398	1350	42	-1	
4	1	3	1	1	0	626	398	1350	42	-1	
5	1	3	1	1	1	626	401	97	30	92.539635	Table
5	1	3	1	1	2	735	401	214	37	91.123085	3—Optional
5	1	3	1	1	3	960	401	77	29	96.647507	V&V
5	1	3	1	1	4	1049	402	96	28	96.571976	tasks
5	1	3	1	1	5	1158	401	66	29	96.763557	and
5	1	3	1	1	6	1237	401	190	38	96.427002	suggested
5	1	3	1	1	7	1439	401	223	38	96.582634	applications
5	1	3	1	1	8	1676	401	31	29	96.582634	in
5	1	3	1	1	9	1719	402	57	29	96.850563	the
5	1	3	1	1	10	1790	401	52	30	96.587013	life
5	1	3	1	1	11	1855	402	93	38	93.306168	cycle
5	1	3	1	1	12	1960	398	16	17	57.301937	#
2	1	4	0	0	0	576	643	257	28	-1	
3	1	4	1	0	0	576	643	257	28	-1	
4	1	4	1	1	0	576	643	257	28	-1	
5	1	4	1	1	1	576	643	54	23	96.607056	Life
5	1	4	1	1	2	639	643	64	28	96.638519	cycle
5	1	4	1	1	3	711	649	122	21	96.638519	processes
2	1	5	0	0	0	976	573	1108	208	-1	
3	1	5	1	0	0	976	573	1108	208	-1	
4	1	5	1	1	0	976	629	29	149	-1	
5	1	5	1	1	1	976	629	29	149	96.419579	Acquisition
4	1	5	1	2	0	1193	607	28	171	-1	
5	1	5	1	2	1	1193	607	28	171	96.588425	Management
4	1	5	1	3	0	1409	597	29	181	-1	
5	1	5	1	3	1	1409	597	29	181	96.606308	Requirements
4	1	5	1	4	0	1626	573	29	208	-1	
5	1	5	1	4	1	1626	573	29	208	96.441986	Implementation
4	1	5	1	5	0	1824	575	23	205	-1	
5	1	5	1	5	1	1824	631	23	149	95.902222	Installation
5	1	5	1	5	2	1824	575	22	49	96.494522	and
4	1	5	1	6	0	1862	655	23	125	-1	
5	1	5	1	6	1	1862	655	23	125	96.792023	Checkout
4	1	5	1	7	0	2062	613	22	168	-1	
5	1	5	1	7	1	2062	613	22	168	96.470238	Maintenance
2	1	6	0	0	0	466	486	1671	339	-1	
3	1	6	1	0	0	466	486	1671	339	-1	
4	1	6	1	1	0	466	486	1671	339	-1	
5	1	6	1	1	1	466	486	1671	339	95.000000	 
2	1	7	0	0	0	472	878	814	13	-1	
3	1	7	1	0	0	472	878	814	13	-1	
