5	1	62	1	15	4	1430	829	18	15	92.269569	|
5	1	62	1	15	5	1451	906	21	22	0.000000	xX
5	1	62	1	15	6	1451	956	21	22	0.000000	|X
5	1	62	1	15	7	1451	1111	21	75	0.000000	K/X
5	1	62	1	15	8	1450	1317	22	70	40.940926	xX|xX
5	1	62	1	15	9	1440	1514	38	25	68.724594	xX
5	1	62	1	15	10	1426	1547	52	44	58.113117	Lx
5	1	62	1	15	11	1430	1652	32	20	78.624382	L
5	1	62	1	15	12	1450	1723	22	72	45.325150	x|xX
5	1	62	1	15	13	1451	1925	21	75	0.000000	X{X
5	1	62	1	15	14	1451	2502	22	112	1.405952	Jeoruyoo)
5	1	62	1	15	15	1451	2622	22	43	63.824345	pue
5	1	62	1	15	16	1452	2674	28	154	0.000000	juouredeuryy
5	1	62	1	15	17	1453	2844	26	22	77.394981	(9
4	1	62	1	16	0	1420	740	29	1637	-1	
5	1	62	1	16	1	1430	740	7	25	22.687294	4
5	1	62	1	16	2	1426	1085	10	12	19.520531	+
5	1	62	1	16	3	1422	1297	27	12	64.636223	4.
5	1	62	1	16	4	1422	1494	11	12	0.000000	t
5	1	62	1	16	5	1420	1704	13	7	95.821632	+
5	1	62	1	16	6	1430	2111	7	7	89.289459	4
5	1	62	1	16	7	1428	2365	7	12	46.187038	4
4	1	62	1	17	0	1385	1909	52	918	-1	
5	1	62	1	17	1	1414	1909	19	15	41.807064	[
5	1	62	1	17	2	1385	2052	52	40	0.000000	|-
5	1	62	1	17	3	1395	2577	24	117	31.975060	sessaooid
5	1	62	1	17	4	1390	2704	29	123	0.000000	Sunioddns
4	1	62	1	18	0	1334	498	49	2368	-1	
5	1	62	1	18	1	1355	498	22	21	0.482788	xX}
5	1	62	1	18	2	1355	548	22	22	10.720222	X
5	1	62	1	18	3	1355	706	22	72	25.686562	X|X
5	1	62	1	18	4	1355	906	22	71	72.188515	X|X
5	1	62	1	18	5	1355	1111	21	21	0.000000	xi
5	1	62	1	18	6	1355	1163	21	22	0.000000	xX
5	1	62	1	18	7	1355	1317	22	69	49.309433	X|X
5	1	62	1	18	8	1355	1517	21	21	1.242508	xX
5	1	62	1	18	9	1355	1568	21	22	1.242508	|X
5	1	62	1	18	10	1355	1723	22	72	17.234543	xX|X
5	1	62	1	18	11	1355	1925	21	74	37.992752	xix
5	1	62	1	18	12	1334	2051	22	17	90.754372	|
5	1	62	1	18	13	1355	2131	21	21	14.568794	x
5	1	62	1	18	14	1355	2181	21	21	14.568794	|X
5	1	62	1	18	15	1355	2331	22	21	78.368034	x
5	1	62	1	18	16	1335	2358	21	11	84.375450	|
5	1	62	1	18	17	1344	2378	38	25	69.805885	xX
5	1	62	1	18	18	1355	2479	27	175	0.000000	euoTEztUEsIO
5	1	62	1	18	19	1355	2663	23	54	47.649895	WIA
5	1	62	1	18	20	1355	2726	23	101	0.000000	soepIoW]
5	1	62	1	18	21	1356	2841	27	25	64.505493	(Q
4	1	62	1	19	0	1325	2266	13	7	-1	
5	1	62	1	19	1	1325	2266	13	7	71.885513	T
4	1	62	1	20	0	1261	417	88	2449	-1	
5	1	62	1	20	1	1261	417	31	16	73.927834	|
5	1	62	1	20	2	1291	497	21	21	62.437195	Xi
5	1	62	1	20	3	1291	549	21	21	55.144115	x
5	1	62	1	20	4	1291	705	21	23	3.645035	xX
